sentence,tag_3,tag_7
নিহত ব্যক্তিরা হলেন শেরপুরের শ্রীবরদী উপজেলার বালিয়াচণ্ডী গ্রামের মো. দেলোয়ার হোসেন ওরফে দুলাল (৪৫) ও আজাহার আলী (২৭),neutral,neutral
 গতকাল সোমবার দুপুরে এ দুর্ঘটনা ঘটে,negative,negative
তাঁদের শেরপুর জেলা হাসপাতালে ভর্তি করা হয়েছে,positive,positive
তাঁদের সবার বাড়ি শ্রীবরদীর বালিয়াচণ্ডী গ্রামে,neutral,neutral
"পুলিশ, হাসপাতাল ও স্থানীয় সূত্রে জানা গেছে, গতকাল দুপুর ১২টার দিকে শ্রীবরদীর বালিয়াচণ্ডী গ্রাম থেকে ভটভটিতে চড়ে ২০ জনের একটি দল গজনী অবকাশকেন্দ্রে বনভোজন করতে আসেন",neutral,neutral
ভটভটিটি অবকাশকেন্দ্রের হ্রদের সামনে মোড় নেওয়ার সময় চালক নিয়ন্ত্রণ হারিয়ে ফেলেন,negative,mildly negative
 এ সময় ভটভটিটি উল্টে পাহাড়ের ঢালে পড়ে যায়,negative,negative
এলাকাবাসী আহত ব্যক্তিদের উদ্ধার করে ঝিনাইগাতী উপজেলা স্বাস্থ্য কমপ্লেক্সে নিয়ে গেলে কর্তব্যরত চিকিৎসক আজাহার আলীকে মৃত ঘোষণা করেন,negative,negative
অন্যদের দ্রুত শেরপুর জেলা হাসপাতালে স্থানান্তর করা হয়,positive,mildly positive
" ঝিনাইগাতী থানার ভারপ্রাপ্ত কর্মকর্তা (ওসি) মো. ফছিহুর রহমান গতকাল বিকেলে জানান, ভটভটিটি জব্দ করা হয়েছে",positive,mildly positive
সড়ক দুর্ঘটনায় আহত নাটোর জেলা বিএনপির নেতা আবদুর রাজ্জাক গতকাল সোমবার রাজশাহী মেডিকেল কলেজ হাসপাতালে মারা গেছেন,negative,negative
সিরাজগঞ্জের তাড়াশে গতকাল সোমবার সড়ক দুর্ঘটনার এক পোস্টমাস্টার এবং দিনাজপুরের ঘোড়াঘাটে এক তরুণ নিহত হয়েছেন,negative,negative
"আমাদের আঞ্চলিক কার্যালয় ও প্রতিনিধিদের পাঠানো খবর: নাটোর: লালপুর থানা সূত্রে জানা যায়, গত শনিবার বিকেলে লালপুরের গোপালপুরে প্রাইভেট কার নিয়ন্ত্রণ হারিয়ে রাস্তার পাশের একটি গাছের সঙ্গে ধাক্কা খায়",negative,mildly negative
এতে গুরুতর আহত হন ওই প্রাইভেট কারের আরোহী জেলা বিএনপির সহসভাপতি আবদুর রাজ্জাক এবং তাঁর গাড়িচালক,negative,mildly negative
পরে তাঁদের রাজশাহী মেডিকেল কলেজ হাসপাতালে ভর্তি করা হয়,positive,positive
রোববার বিকেলে অবস্থার অবনতি হলে তাঁকে নিবিড় পরিচর্যাকেন্দ্রে (আইসিইউ) স্থানান্তর করা হয়,negative,strongly negative
গতকাল সন্ধ্যা পৌনে ছয়টায় তিনি মারা যান,negative,negative
লালপুর থানার ভারপ্রাপ্ত কর্মকর্তা (ওসি) আবদুল হাই তালুকদার আবদুর রাজ্জাকের বিষয়টি নিশ্চিত করেছেন,positive,positive
 আজ মঙ্গলবার সকালে লালপুরের আবদুলপুরে তাঁর জানাজা অনুষ্ঠিত হবে,neutral,neutral
গত মেয়াদে তিনি উপজেলার নির্বাচিত চেয়ারম্যানের দায়িত্ব পালন করেন,positive,positive
 তিনি স্থানীয় ডাকঘরে পোস্টমাস্টার হিসেবে কর্মরত ছিলেন,neutral,neutral
দিনাজপুর শহরের গরুহাটি এলাকায় অগ্নিদগ্ধ হয়ে আট বছর বয়সী এক শিশুর মৃত্যু হয়েছে,negative,negative
"চিকিৎসকেরা জানান, আগুনে আনুশকার শরীরের শতকরা ৬০ ভাগ পুড়ে যায়",negative,strongly negative
রোববার দিবাগত রাত সাড়ে তিনটায় সে মারা যায়,negative,strongly negative
নীলফামারীর কিশোরগঞ্জ উপজেলায় অগ্নিকাণ্ডে ১৩ পরিবারের ২২টি ঘর পুড়ে গেছে,negative,strongly negative
গত রোববার দিবাগত রাতে উপজেলার গাড়াগ্রাম ইউনিয়নের ছয়ঘড়িয়া গ্রামে এ ঘটনা ঘটে,neutral,neutral
এ সময় অগ্নিদগ্ধ হয়ে চারটি গরুর মৃত্যু হয়েছে,negative,negative
এ সময় অগ্নিদগ্ধ হয়ে বাবুল হোসেনের তিনটি ও আব্দুল হামিদের একটি গরু মারা যায়,negative,mildly negative
আগুনে একটি শ্যালো ইঞ্জিন ও দুটি বাইসাইকেলও ভস্মীভূত হয়েছে,negative,mildly negative
বরিশালের গৌরনদী উপজেলার কাসেমাবাদ এলাকায় ঢাকা-বরিশাল মহাসড়কে বাস-মাইক্রোবাসের মুখোমুখি সংঘর্ষে দুজন নিহত ও ১২ জন আহত হয়েছেন,negative,mildly negative
হতাহত ব্যক্তিদের সবাই মাইক্রোবাসের যাত্রী,neutral,neutral
এতে মাইক্রোবাসটি দুমড়েমুচড়ে যায়,negative,strongly negative
গৌরনদী উপজেলা স্বাস্থ্য কমপ্লেক্সে নেওয়ার পর সেখানে মারা যান পটুয়াখালীর বাউফলের সালাহউদ্দিন (৪০) নামের এক ব্যক্তি,negative,negative
"ওসি মাহবুবুর আরও জানান, আহত আটজনের অবস্থা গুরুতর হওয়ায় তাঁদের বরিশালের শেরে-ই-বাংলা মেডিকেল কলেজ হাসপাতালে ভর্তি করা হয়েছে",negative,negative
আহত অপর চারজনকে গৌরনদী উপজেলা স্বাস্থ্য কমপ্লেক্সে চিকিৎসা দেওয়া হচ্ছে,positive,positive
দুর্ঘটনার পর বরিশাল থেকে বাসটি আটক করা হয়েছে,positive,mildly positive
গোপালগঞ্জের গোপালগঞ্জ-টেকেরহাট সড়কের পাশে মধুমতি নদীর বিলরুট ক্যানেলে যাত্রীবাহী বাস পড়ে এক শিশুর মৃত্যু হয়েছে,negative,negative
 আজ সোমবার বেলা সাড়ে ১১টার দিকে বাসের চাকা ফেটে যাওয়ায় সদর উপজেলার উলপুর ইউনিয়নের পদ্মবিলা এলাকায় এ ঘটনা ঘটে,negative,negative
 এতে বাসটি নদীতে পড়ে যায়,negative,negative
"উপজেলার বৈলতলী পুলিশ ফাঁড়ির উপপরিদর্শক (এসআই) মো. আবু নাঈম কলেন, বাসটি নদীতে পড়ার পর এটির ছাদ ভেঙে যায়",negative,mildly negative
এতে ভেতরে থাকা যাত্রীরা বের হয়ে আসতে পেরেছেন,positive,strongly positive
"ভেতরে আরও কেউ আটকে পড়েছে কি না, বাসটি টেনে তোলার পর এ ব্যাপারে নিশ্চিত হওয়া যাবে",positive,strongly positive
পুলিশ ও ফায়ার সার্ভিসের কর্মীদের পাশাপাশি স্থানীয় লোকজন উদ্ধার অভিযানে অংশ নিয়েছেন,positive,mildly positive
চট্টগ্রাম নগরে আগুনে আসবাবের আটটি দোকান ও কারখানা পুড়ে গেছে,negative,negative
এতে অন্তত ২৩ লাখ টাকার ক্ষতি হয়েছে,negative,mildly negative
আগুন লাগার পর ঘটনাস্থলের পার্শ্ববর্তী এলাকার এক ব্যক্তি মারা যান,negative,negative
"পুলিশের দেওয়া তথ্যমতে, রবিউল আলম (৬০) নামের ওই ব্যক্তি চট্টগ্রাম সেনানিবাসের বেসামরিক কর্মচারী ছিলেন",neutral,neutral
 এতে হৃদরোগে আক্রান্ত হন তিনি,negative,mildly negative
"ফায়ার সার্ভিস চট্টগ্রামের নিয়ন্ত্রণকক্ষের অপারেটর বিশু দাসের ভাষ্য, বৈদ্যুতিক ত্রুটির কারণে আজ ভোররাত চারটার দিকে ওই আগুন লাগে",positive,positive
আগুনে আসবাবের আটটি দোকান ও কারখানার মালামাল পুড়ে যায়,negative,negative
এতে প্রায় ২৩ লাখ টাকার ক্ষতি হয়েছে,negative,negative
সকাল আটটার দিকে আগুন নেভাতে সক্ষম হয় ফায়ার সার্ভিস,positive,mildly positive
রাজবাড়ীর বালিয়াকান্দি উপজেলার বহরপুর বাজারে গতকাল রোববার ভোরে আগুনে আটটি দোকান পুড়ে গেছে,negative,negative
এর আগে শনিবার দিবাগত রাতে পটুয়াখালীর কলাপাড়া পৌর শহরের নতুন বাজার এলাকায় ১৬টি দোকান আগুনে ভস্মীভূত হয়,negative,negative
"আমাদের প্রতিনিধিদের পাঠানো খবর: রাজবাড়ী: ক্ষতিগ্রস্ত ব্যবসায়ীদের সঙ্গে কথা বলে জানা গেছে, ভোর সাড়ে পাঁচটার দিকে বালিয়াকান্দির বহরপুর বাজারে মতিয়ার রহমান ওরফে মতি মেম্বারের মার্কেটে আগুনের সূত্রপাত হয়",negative,negative
 স্থানীয়রা প্রায় দুই ঘণ্টা আগুন নেভানোর চেষ্টা করেন,positive,mildly positive
পরে রাজবাড়ী ও পাংশা ফায়ার সার্ভিসের তিনটি ইউনিট এসে এক ঘণ্টার চেষ্টায় আগুন নিয়ন্ত্রণে আনে,positive,mildly positive
"রাজবাড়ী ফায়ার সার্ভিসের স্টেশনমাস্টার ফজলুল হক বলেন, দৌলতদিয়ায় আগুন নেভানোর কাজে ব্যস্ত থাকায় বহরপুরে আসতে দেরি হয়",negative,mildly negative
"গোয়ালন্দ (রাজবাড়ী): প্রত্যক্ষদর্শীরা জানান, ভোর সাড়ে চারটার দিকে দৌলতদিয়া ঘাট আশা সুপার মার্কেটের নিচতলায় অবস্থিত আফজাল বোর্ডিংয়ের শর্ট সার্কিট থেকে আগুনের সূত্রপাত হয়",neutral,neutral
রাজবাড়ীর গোয়ালন্দে গতকাল রোববার ট্রাকের ধাক্কায় সাগর মোল্লা নামের এক শিশু নিহত হয়েছে,negative,negative
একই দিন সড়ক দুর্ঘটনায় গোপালগঞ্জ ও বাগেরহাটে আরও দুজন প্রাণ হারিয়েছেন,negative,negative
প্রথম আলোর আঞ্চলিক কার্যালয় ও প্রতিনিধিদের পাঠানো খবর: ফরিদপুর: গোপালগঞ্জে নিজের মালিকানাধীন বাসের নিচে চাপা পড়ে মো. বরফ সরদার (৭০) নামের একজন নিহত হয়েছেন,negative,negative
 চাপতা বটতলা এলাকায় বরফ সরদার চালককে বাসটি থামানোর সংকেত দেন,negative,mildly negative
কিন্তু নিয়ন্ত্রণ হারিয়ে চালক চাপা দেন তাঁকে,negative,strongly negative
ফরিদপুর মেডিকেল কলেজ হাসপাতালে নেওয়ার পথে তাঁর মৃত্যু হয়,negative,negative
সে উপজেলার উত্তর দৌলতদিয়া কিয়ামদ্দিন মোল্লার পাড়ার শুকুর মোল্লার ছেলে,neutral,neutral
বাগেরহাট: গতকাল দুপুরে ফকিরহাট উপজেলার কাঁঠালতলা এলাকায় মাইক্রোবাসের ধাক্কায় মুন্সি মতিউর রহমান ওরফে স্বপন (৩৫) নামের এক মোটরসাইকেল আরোহী নিহত হয়েছেন,negative,negative
তিনি মাগুরার শ্রীপুর উপজেলার সাড়ংগাদিয়া গ্রামের মৃত মুন্সি আমির আলীর ছেলে,neutral,neutral
চট্টগ্রামের আনোয়ারায় সড়ক দুর্ঘটনায় আশিক মাহমুদ (১৮) নামের এক তরুণ নিহত হয়েছেন,negative,negative
" স্থানীয় সূত্র জানায়, আশিক গত শনিবার রাতে মো. রিপন (১৯) নামের আরও একজনসহ মোটরসাইকেলযোগে চট্টগ্রাম নগর থেকে গ্রামের বাড়ি ফিরছিলেন",neutral,neutral
 রাত সাড়ে ১১টার দিকে তিনি সেখানে মারা যান,negative,strongly negative
 তিনি চট্টগ্রাম দক্ষিণ জেলা ছাত্রলীগের রাজনীতির সঙ্গে জড়িত ছিলেন,neutral,neutral
ব্রাহ্মণবাড়িয়ার আশুগঞ্জে মেঘনা নদীতে ট্রলার ডুবে একজন নিহত হয়েছেন,negative,negative
ডুবে যাওয়ার প্রায় ১২ ঘণ্টা পর যাত্রীবাহী ট্রলারটি উদ্ধার করা হয়,positive,mildly positive
নিহত ব্যক্তির নাম মুসলিম মিয়া (৫০),neutral,neutral
তিনি কিশোরগঞ্জের বাজিতপুর উপজেলার হুমায়ূরপুর গ্রামের মৃত নুরুল ইসলামের ছেলে,neutral,neutral
ট্রলারটি আশুগঞ্জ লঞ্চঘাট থেকে আরও যাত্রী নিয়ে ছেড়ে যায়,positive,positive
 ট্রলারটি ঘাটের অদূরে গিয়ে এক পাশে হেলে ডুবে যায়,negative,mildly negative
 খবর পেয়ে আশুগঞ্জ ফায়ার সার্ভিসের একটি দল ঘটনাস্থলে পৌঁছে,positive,strongly positive
পরে ব্রাহ্মণবাড়িয়া ও ঢাকা থেকে ফায়ার সার্ভিসের আরও দুটি দল সকাল নয়টায় ঘটনাস্থলে পৌঁছে উদ্ধারকাজ শুরু করে,positive,mildly positive
প্রায় দেড় ঘণ্টা চেষ্টার পর ডুবে যাওয়া ট্রলারের ভেতর থেকে মুসলিম মিয়ার লাশ উদ্ধার করা হয়,negative,mildly negative
 সন্ধ্যা সাতটার দিকে আশুগঞ্জ তাপবিদ্যুৎকেন্দ্রের একটি জাহাজের ক্রেনের সাহায্যে ট্রলারটি উদ্ধার করা হয়,positive,mildly positive
"এদিকে খবর পেয়ে স্থানীয় সাংসদ জিয়াউল হক মৃধা, উপজেলা চেয়ারম্যান আবু আসিফ, উপজেলা নির্বাহী কর্মকর্তা (ইউএনও) সন্দ্বীপ কুমার সিংহ সেখানে যান",positive,mildly positive
"আশুগঞ্জ থানার ভারপ্রাপ্ত কর্মকর্তা (ওসি) আবু জাফর বলেন, উদ্ধারের পর ট্রলারের ভেতর আর কোনো লাশ পাওয়া যায়নি",negative,mildly negative
"ইউএনও সন্দ্বীপ কুমার সিংহ বলেন, ট্রলারে আগে থেকেই অতিরিক্ত মাল বোঝাই করা ছিল",positive,mildly negative
আশুগঞ্জ লঞ্চঘাট থেকে আরও যাত্রী ওঠায় ট্রলারটি ডুবে গেছে,negative,positive
"ইউএনও আরও জানান, প্রয়োজনীয় সরঞ্জাম না থাকায় ট্রলার উদ্ধার করতে সময় লেগেছে",negative,strongly negative
কুড়িগ্রামের ফুলবাড়ীতে গতকাল রোববার মাইক্রোবাসের চাপায় এক যুবক নিহত হয়েছেন,negative,negative
পঞ্চগড়ের তেঁতুলিয়ায় ট্রাক্টরের চাপায় এক শ্রমিক নিহত হয়েছেন,negative,negative
" প্রত্যক্ষদর্শী ও পুলিশ জানায়, ফুলবাড়ী থানার টহলরত পুলিশ সদস্যদের বহনকারী একটি মাইক্রোবাস গতকাল সকাল নয়টায় দ্রুতগতিতে নাগেশ্বরী যাচ্ছিল",positive,positive
 এ সময় রাস্তার পাশে দাঁড়িয়ে থাকা চন্দ্রখানা গ্রামের ছমির উদ্দিনের ছেলে সোহেল রানা (২৮) মাইক্রোবাসের সামনে লাফিয়ে পড়েন,negative,strongly negative
ওই মাইক্রোবাসের চাপায় তিনি গুরুতর আহত হন,negative,strongly negative
গতকাল সকালে তেঁতুলিয়া উপজেলার বাংলাচন্ডী এলাকায় ট্রাক্টরের চাপায় জাহাঙ্গীর (১৮) নামের এক শ্রমিক নিহত হয়েছেন,negative,negative
 জাহাঙ্গীর তেঁতুলিয়া উপজেলার বাংলাচন্ডী গ্রামের শরীফ উদ্দীনের ছেলে,neutral,neutral
"প্রত্যক্ষদর্শীরা জানান, সকাল সাড়ে ১০টায় বাংলাচন্ডী এলাকায় পাথর কোয়ারি থেকে পাথর বোঝাই করে একটি ট্রাক্টর রাস্তায় উঠছিল",neutral,neutral
এ সময় জাহাঙ্গীর ট্রাক্টরে উঠতে গিয়ে চাকার নিচে পড়ে যান,negative,mildly negative
 এতে ট্রাক্টরের চাকায় পিষ্ট হয়ে ঘটনাস্থলেই তিনি মারা যান,negative,strongly negative
পঞ্চগড়ের বোদা উপজেলার মাড়েয়া বাজারে গত শনিবার গভীর রাতে অগ্নিকাণ্ডে পাঁচটি ব্যবসাপ্রতিষ্ঠান পুড়ে গেছে,negative,mildly negative
"প্রত্যক্ষদর্শীরা জানান, মাড়েয়া বাজারের একটি দোকান থেকে বৈদ্যুতিক শর্টসার্কিট থেকে অগ্নিকাণ্ডের সূত্রপাত",positive,strongly positive
খবর পেয়ে বোদা ফায়ার সার্ভিসের কর্মীরা ঘটনাস্থলে গিয়ে আগুন নিয়ন্ত্রণে আনেন,positive,mildly positive
"আগুনে তরিকুল ইসলামের ধানের গুদাম, ইউনুস আলী, মো. রব্বানীসহ পাঁচটি ব্যবসাপ্রতিষ্ঠান পুড়ে যায়",negative,mildly negative
আগুনে চার লক্ষাধিক টাকার ক্ষয়ক্ষতি হয়েছে বলে ক্ষতিগ্রস্ত ব্যক্তিরা দাবি করেছেন,negative,mildly negative
মাড়েয়া ইউনিয়ন পরিষদের চেয়ারম্যান মো. রুহুল আমিন মাড়েয়া বাজারের পাঁচ ব্যবসাপ্রতিষ্ঠান পুড়ে যাওয়ার খবর নিশ্চিত করেছেন,negative,strongly negative
ব্রাহ্মণবাড়িয়ার আশুগঞ্জে মেঘনা নদীতে ইঞ্জিনচালিত একটি নৌকা ডুবে গেছে,negative,negative
এ ঘটনায় এখন পর্যন্ত একজনের লাশ উদ্ধার করা হয়েছে,positive,positive
" কেউ নিখোঁজ আছেন কি না, তা নিশ্চিত করতে পারেনি প্রশাসন",negative,strongly negative
আজ রোববার সকাল সাতটার দিকে আশুগঞ্জ লঞ্চঘাট এলাকায় এ দুর্ঘটনা ঘটে,negative,negative
" প্রশাসন ও যাত্রীদের অভিযোগ, অতিরিক্ত যাত্রী ও মালামাল বহনের কারণে নৌকাটি ডুবে যায়",positive,positive
"প্রত্যক্ষদর্শী ও প্রশাসনের ভাষ্য, আজ সকালে কিশোরগঞ্জের ভৈরব নৌকাঘাট থেকে ১০-১১ জন যাত্রী নিয়ে ইঞ্জিনচালিত নৌকাটি কিশোরগঞ্জের অষ্টগ্রামের উদ্দেশে রওনা হয়",neutral,neutral
নৌকাটি আশুগঞ্জ লঞ্চঘাটে যাত্রাবিরতি করে,neutral,neutral
 সেখান থেকে আরও যাত্রী নৌকায় ওঠেন,negative,negative
এরপর নৌকাটি ছেড়ে যেতেই ঘাটের কাছে একপাশে হেলে ডুবে যায়,negative,mildly negative
 খবর পেয়ে ফায়ার সার্ভিসের একটি উদ্ধারকারী দল সকাল সোয়া নয়টার দিকে ঘটনাস্থলে পৌঁছে,positive,strongly positive
"আশুগঞ্জ উপজেলা নির্বাহী কর্মকর্তা (ইউএনও) সন্দীপ কুমার সিংহ প্রথম আলোকে বলেন, নৌকাটিতে আগে থেকেই অতিরিক্ত মাল বোঝাই করা ছিল",negative,mildly negative
আশুগঞ্জ লঞ্চঘাট থেকে আরও যাত্রী তোলা হয়,positive,positive
এ দুর্ঘটনায় একজনের লাশ উদ্ধার করা হয়েছে,positive,mildly positive
যশোর শহরের সবচেয়ে বড় বাজার কালেক্টরেট মার্কেটে গত শুক্রবার সংঘটিত অগ্নিকাণ্ড ১৮টি দোকান পুড়ে গেছে,negative,mildly negative
ফায়ার সার্ভিস প্রায় দুই ঘণ্টার চেষ্টায় আগুন নিয়ন্ত্রণে আনে,positive,strongly positive
এ ঘটনায় কালেক্টরেট মার্কেট ব্যবসায়ী সমিতি গতকাল শনিবার দোকানপাট বন্ধ রাখে,negative,strongly negative
"ব্যবসায়ীদের দাবি, অগ্নিকাণ্ডে প্রায় ১৫ কোটি টাকার ক্ষয়ক্ষতি হয়েছে",negative,mildly negative
"ফায়ার সার্ভিসের সহকারী পরিচালক (এডি) পরিমল কুণ্ডু বলেন, আগুনে ৫০ লাখ টাকার মতো ক্ষতি হতে পারে বলে প্রাথমিকভাবে ধারণা করা হচ্ছে",negative,strongly negative
আর আগুন থেকে অন্তত সাড়ে পাঁচ কোটি টাকার মালামাল বাঁচানো হয়েছে বলে দাবি করেন তিনি,positive,mildly positive
"কালেক্টরেট মার্কেটের ব্যবসায়ী জয়নাল ঢালী জানান, রাত সাড়ে ১২টার দিকে মার্কেটের নৈশপ্রহরীরা ফোন করে আগুন লাগার কথা জানান",negative,positive
সঙ্গে সঙ্গে ফায়ার সার্ভিসকে খবর দেওয়া হয়,positive,strongly positive
"তিনি ধারণা করছেন, বৈদ্যুতিক শর্টসার্কিট থেকে আগুনের সূত্রপাত হতে পারে",neutral,neutral
রাজধানীর বংশালে গতকাল শনিবার সন্ধ্যায় বাসের ধাক্কায় মায়ের কোল থেকে ছিটকে পড়ে আরশি নামের আড়াই বছরের এক শিশু মারা গেছে,negative,negative
এ ঘটনায় আহত শিশুটির মা ও বাবা ঢাকা মেডিকেল কলেজ হাসপাতাল থেকে চিকিৎসা নিয়েছেন,positive,mildly positive
এদিকে প্রায় একই সময়ে রাজধানীর নর্দা এলাকায় মোটরসাইকেলের ধাক্কায় রওশন আরা বেগম (৫৫) নামের এক নারী নিহত হয়েছেন,negative,negative
কিন্তু বংশাল থানার ফুলবাড়িয়া বাসস্ট্যান্ড এলাকায় গেলে পেছন দিক থেকে রিকশাকে একটি যাত্রীবাহী বাস ধাক্কা দেয়,negative,strongly negative
এতে মায়ের কোল থেকে ছিটকে সড়কে পড়ে আরশি ও তার বাবা-মা,negative,negative
প্রায় একই সময়ে রাজধানীর ভাটারা থানার নর্দা এলাকায় মোটরসাইকেলের ধাক্কায় রওশন আরা মারা যান,negative,negative
নর্দাতেই তাঁর বাসা,neutral,neutral
বাসা থেকে বের হয়ে তিনি দোকান থেকে পান আনতে যাচ্ছিলেন,neutral,neutral
ভাটারা থানার কর্তব্যরত কর্মকর্তা উপপরিদর্শক (এসআই) মিজানুর রহমান ঘটনার সত্যতা নিশ্চিত করেছেন,positive,strongly positive
পুরান ঢাকায় গতকাল শনিবার রাতে একটি প্লাস্টিক কারখানায় অগ্নিকাণ্ডের ঘটনা ঘটেছে,negative,mildly negative
এতে কেউ হতাহত হয়নি,positive,strongly positive
পুরান ঢাকায় গতকাল শনিবার রাতে একটি প্লাস্টিক কারখানায় অগ্নিকাণ্ডের ঘটনা ঘটেছে,negative,negative
বৈদ্যুতিক গোলযোগের কারণে আগুনের সূত্রপাত বলে জানিয়েছে ফায়ার সার্ভিস,positive,positive
রাত আটটার দিকে বংশালের হাজী ওসমান গনি রোডের একটি মার্কেটের দোতলায় ওই কারখানায় আগুন লাগে,neutral,neutral
চট্টগ্রামের দক্ষিণ মধ্যম হালিশহর এলাকায় সিটি করপোরেশনের আবর্জনাবাহী গাড়ির চাপায় রিয়া আক্তার (৫) নামের এক শিশু নিহত হয়েছে,negative,negative
গতকাল শনিবার দুপুর সাড়ে ১২টার দিকে এ দুর্ঘটনা ঘটে,negative,negative
"বন্দর থানার উপপরিদর্শক (এসআই) শাহিনুল ইসলাম জানান, নানির সঙ্গে রিকশায় চড়ে যাওয়ার সময় চট্টগ্রাম সিটি করপোরেশনের আবর্জনাবাহী গাড়ি রিকশাটিকে ধাক্কা দেয়",negative,negative
তার মা পোশাকশ্রমিক,positive,positive
এতে রিকশা থেকে ছিটকে পড়ে গাড়ির নিচে চাপা পড়ে ঘটনাস্থলেই মারা যায় রিয়া,negative,strongly negative
স্থানীয় লোকজন চালককে আটক করে থানায় খবর দেন,positive,positive
পরে রিয়ার পরিবারের সঙ্গে করপোরেশনের লোকজনের সমঝোতা হয,positive,strongly positive
এ ঘটনায় মামলা হয়নি বলে জানিয়েছে পুলিশ,positive,mildly positive
চট্টগ্রামের মিরসরাইয়ের করেরহাট ইউনিয়নের ইরানি মার্কেটে অগ্নিকাণ্ডে ১৪টি দোকান পুড়ে গেছে,negative,negative
গতকাল শনিবার ভোরে ওই আগুন লাগে,neutral,neutral
খবর পেয়ে ফেনীর ছাগলনাইয়া ফায়ার সার্ভিসের একটি দল ঘটনাস্থলে গিয়ে এক ঘণ্টার চেষ্টায় আগুন নিয়ন্ত্রণে আনে,positive,mildly positive
এতে কয়েক লাখ টাকার ক্ষতি হয়েছে,negative,mildly negative
"করেরহাট ইউনিয়ন পরিষদের চেয়ারম্যান দেলোয়ার হোসেন প্রথম আলোকে জানান, এই মার্কেট শুক্রবার বন্ধ থাকে",positive,positive
অগ্নিকাণ্ডের ঘটনাটি রহস্যজনক,neutral,neutral
" ছাগলনাইয়া ফায়ার স্টেশনের কর্মকর্তা মাহমুদুল হক বলেন, ‘বৈদ্যুতিক গোলযোগ থেকে আগুনের সূত্রপাত হয়েছে",negative,strongly negative
বগুড়া সদর উপজেলার বাঘোপাড়া এলাকায় রডবোঝাই একটি ট্রাক নিয়ন্ত্রণ হারিয়ে রাস্তার পাশে বাজারে উঠে গাছের সঙ্গে ধাক্কা খায়,negative,mildly negative
এতে মা-ছেলেসহ পাঁচজন ঘটনাস্থলেই নিহত এবং কমপক্ষে আটজন আহত হয়েছেন,negative,strongly negative
গতকাল শনিবার সকালে এ দুর্ঘটনা ঘটেছে,neutral,neutral
 আহত ব্যক্তিদের মধ্যে চারজনকে স্থানীয় রফাতুল্লাহ কমিউনিটি মেডিকেল কলেজ হাসপাতাল এবং বগুড়ার শহীদ জিয়াউর রহমান মেডিকেল কলেজ হাসপাতালে ভর্তি করা হয়েছে,neutral,neutral
"তাঁরা হলেন আহম্মদ আলী (৬০), রোকেয়া বেওয়া (৭০), শান্তনা বেগম (৪৭) ও বাচ্চু মিয়া (৩৫)",neutral,neutral
অন্যদের প্রাথমিক চিকিৎসা দিয়ে ছেড়ে দেওয়া হয়েছে,positive,strongly positive
বগুড়ার পুলিশ সুপার মোজাম্মেল হক চারজনের নিহত হওয়ার বিষয়টি নিশ্চিত করেছেন,positive,strongly positive
"তিনি বলেন, ‘পুলিশ চারজনের লাশ উদ্ধার করেছে",positive,strongly positive
ঘটনাস্থলে পুলিশ পৌঁছানোর আগেই ইসমাইল হোসেনের লাশ কেউ নিয়ে গিয়ে থাকলে সেই তথ্য পুলিশের কাছে নেই,negative,mildly negative
এ ব্যাপারে খোঁজখবর নেওয়া হবে,neutral,neutral
বেলা পৌনে একটার দিকে মহাসড়কে যানবাহন চলাচল স্বাভাবিক হয়,positive,positive
নওগাঁর মান্দা উপজেলার নাপিতপাড়া গ্রামে গত শুক্রবার রাতে অগ্নিকাণ্ডে দুটি ঘর পুড়ে গেছে,negative,mildly negative
এতে চার লক্ষাধিক টাকার ক্ষতি হয়েছে বলে ক্ষতিগ্রস্ত পরিবারগুলো দাবি করেছে,negative,negative
ওই গ্রামের হবিবর রহমানের বাড়িতে বৈদ্যুতিক শর্টসার্কিট থেকে অগ্নিকাণ্ডের সূত্রপাত হয়।,neutral,neutral
প্রথমে গ্রামবাসী আগুন নেভানোর চেষ্টা করেন,positive,strongly positive
পরে সংবাদ পেয়ে নওগাঁ ফায়ার সার্ভিসের কর্মীরা এসে এক ঘণ্টা চেষ্টা চালিয়ে আগুন নিয়ন্ত্রণে আনেন,positive,strongly positive
উপজেলা নির্বাহী কর্মকর্তা (ইউএনও) আবদুর রহিম গতকাল শনিবার সকালে ঘটনাস্থল পরিদর্শন করেন,neutral,neutral
ময়মনসিংহের মুক্তাগাছা উপজেলায় গত শুক্রবার সড়ক দুর্ঘটনায় তাবলিগ জামায়াতের দুই মুসল্লি নিহত হয়েছেন,negative,negative
এ ছাড়া মৌলভীবাজারে গতকাল শনিবার এক পথচারী ও নেত্রকোনার মোহনগঞ্জে এক যুবক নিহত হয়েছেন,negative,negative
"আমাদের আঞ্চলিক কার্যালয় ও প্রতিনিধিদের পাঠানো খবর: ময়মনসিংহ: মুক্তাগাছার কান্দুলিয়া, হারুটি ও বেগুনবাড়ীর ১৬ জন মুসল্লি কানাই বটতলা গ্রামের মসজিদে তিন দিনের জন্য তাবলিগ জামায়াতে যান",neutral,neutral
 আহত ব্যক্তিদের মধ্যে কান্দুলিয়া গ্রামের আবদুল হালিম (৫৫) ও চান মিয়াকে (৬০) ময়মনসিংহ মেডিকেল কলেজ হাসপাতালে ভর্তি করা হয়,neutral,neutral
